Survived,Age,SibSp,Parch,Fare,Master.,Miss.,Mr.,Mrs.,Other,CabinNo,A_CABIN,B_CABIN,C_CABIN,D_CABIN,E_CABIN,F_CABIN,G_CABIN,T_CABIN,InCabin,class_1,class_2,class_3,C,Q,S,female,male,FamilyAboard,IsAlone
1,35.0,0,0,21.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,0,True
0,22.0,0,0,7.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,30.0,0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,38.432959553554745,1,0,7.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,0,1,1,False
1,31.0,1,0,113.275,0,1,0,0,0,36,0,0,0,1,0,0,0,0,True,1,0,0,1,0,0,1,0,1,False
1,27.0,0,0,7.925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,0,True
0,42.0,1,0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,1,False
1,32.0,0,0,76.2917,0,1,0,0,0,15,0,0,0,1,0,0,0,0,True,1,0,0,1,0,0,1,0,0,True
0,30.0,0,0,10.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
1,16.0,0,0,8.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,27.0,0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,51.0,0,0,8.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,33.66322408243551,0,0,7.8958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,38.0,1,0,90.0,0,0,1,0,0,93,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,0,1,1,False
0,22.0,0,0,9.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,19.0,0,0,10.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,20.5,0,0,7.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,18.0,0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,21.86448058305894,3,1,25.4667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,4,False
1,35.0,1,0,83.475,0,0,0,1,0,83,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,1,0,1,False
0,29.0,0,0,7.775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,59.0,0,0,13.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
1,5.0,4,2,31.3875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,6,False
0,24.0,0,0,10.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,29.69911764705882,0,0,7.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,0,True
0,44.0,1,0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,1,False
1,8.0,0,2,26.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,2,False
0,19.0,0,0,10.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,33.0,0,0,12.275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,41.21570647209388,1,0,14.4542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,1,0,1,False
1,42.39075804513825,1,0,15.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,1,0,1,False
0,29.0,0,0,10.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,22.0,0,0,7.125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,30.0,0,0,7.225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,0,1,0,True
0,44.0,2,0,90.0,0,0,0,0,1,78,0,0,1,0,0,0,0,0,True,1,0,0,0,1,0,0,1,2,False
0,25.0,0,0,7.775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,0,True
1,24.0,0,2,14.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,2,False
1,37.0,1,1,52.5542,0,0,1,0,0,35,0,0,0,1,0,0,0,0,True,1,0,0,0,0,1,0,1,2,False
0,54.0,1,0,26.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,1,False
0,29.09945962788427,0,0,7.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,29.0,1,1,10.4625,0,0,0,1,0,6,0,0,0,0,0,0,1,0,True,0,0,1,0,0,1,1,0,2,False
0,62.0,0,0,26.55,0,0,1,0,0,87,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,0,1,0,True
0,30.0,1,0,16.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,1,False
0,41.0,0,2,20.2125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,2,False
1,29.0,0,2,15.2458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,1,0,2,False
1,28.30969844095752,0,0,79.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,1,0,0,1,0,0,1,0,0,True
1,30.0,0,0,86.5,0,1,0,0,0,77,0,1,0,0,0,0,0,0,True,1,0,0,0,0,1,1,0,0,True
1,35.0,0,0,512.3292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1,0,0,1,0,0,1,0,0,True
1,50.0,0,1,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,1,False
0,18.59616640361299,0,0,7.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,0,1,0,True
1,3.0,4,2,31.3875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,6,False
0,52.0,1,1,79.65,0,0,1,0,0,67,0,0,0,0,1,0,0,0,True,1,0,0,0,0,1,0,1,2,False
0,40.0,0,0,0.0,0,0,1,0,0,94,0,1,0,0,0,0,0,0,True,1,0,0,0,0,1,0,1,0,True
0,47.712387617363774,0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,1,0,0,True
0,36.0,0,0,10.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,16.0,4,1,39.6875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,5,False
1,25.0,1,0,7.775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,1,False
1,58.0,0,1,153.4625,0,0,0,1,0,125,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,1,0,1,False
1,35.0,0,0,135.6333,0,1,0,0,0,99,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,1,0,0,True
0,22.10266503774939,0,0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,1,0,0,0,0,1,0,1,0,True
1,25.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,41.0,0,1,19.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,1,False
0,37.0,0,1,29.7,0,0,1,0,0,118,0,0,1,0,0,0,0,0,True,1,0,0,1,0,0,0,1,1,False
1,45.18310383557805,0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,1,0,0,True
1,63.0,1,0,77.9583,0,1,0,0,0,7,0,0,0,1,0,0,0,0,True,1,0,0,0,0,1,1,0,1,False
0,45.0,0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,0,True
0,38.07074084512055,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,7.0,4,1,29.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,0,1,5,False
1,35.0,1,1,20.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,2,False
0,65.0,0,0,7.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,0,1,0,True
0,28.0,0,0,7.8542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,16.0,0,0,9.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,19.0,0,0,8.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,42.18055818687987,0,0,26.0,0,0,1,0,0,19,1,0,0,0,0,0,0,0,True,1,0,0,0,0,1,0,1,0,True
0,33.0,0,0,8.6625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,0,1,0,True
1,30.0,0,0,9.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,22.0,0,0,7.8958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,42.0,0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
1,22.0,0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,1,0,0,True
1,26.0,0,0,78.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1,0,0,0,0,1,1,0,0,True
1,19.0,1,0,91.0792,0,0,0,1,0,49,0,1,0,0,0,0,0,0,True,1,0,0,1,0,0,1,0,1,False
0,36.0,0,0,12.875,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True,0,1,0,1,0,0,0,1,0,True
0,24.0,0,0,8.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,0,True
0,24.0,0,0,7.8958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,53.21431279625514,0,0,27.7208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,1,0,0,1,0,0,0,1,0,True
0,23.5,0,0,7.2292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,0,1,0,True
0,2.0,1,2,151.55,0,1,0,0,0,26,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,1,0,3,False
1,40.75240926001729,0,0,30.5,0,0,1,0,0,106,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,0,1,0,True
1,50.0,0,1,247.5208,0,0,0,1,0,60,0,1,0,0,0,0,0,0,True,1,0,0,1,0,0,1,0,1,False
1,14.77197705708738,0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,1,0,0,True
1,56.66345190582446,2,0,23.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,0,1,2,False
0,19.0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,10.345558561296283,0,0,12.35,0,1,0,0,0,101,0,0,0,0,1,0,0,0,True,0,1,0,0,1,0,1,0,0,True
0,24.252830265849333,0,0,8.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,0.92,1,2,151.55,1,0,0,0,0,26,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,0,1,3,False
1,25.350834902584534,0,0,110.8833,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1,0,0,1,0,0,1,0,0,True
1,17.0,1,0,108.9,0,0,0,1,0,65,0,0,1,0,0,0,0,0,True,1,0,0,1,0,0,1,0,1,False
0,30.0,1,0,24.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,1,0,0,0,1,1,False
1,30.0,0,0,56.9292,0,1,0,0,0,36,0,0,0,0,1,0,0,0,True,1,0,0,1,0,0,1,0,0,True
1,24.0,0,0,83.1583,0,1,0,0,0,54,0,0,1,0,0,0,0,0,True,1,0,0,1,0,0,1,0,0,True
1,18.0,2,2,262.375,0,1,0,0,0,66,0,1,0,0,0,0,0,0,True,1,0,0,1,0,0,1,0,4,False
0,26.0,1,1,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,2,False
0,28.0,0,0,7.8958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,43.0,1,1,26.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,2,False
1,26.0,0,0,7.8542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,0,True
1,24.0,1,0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,1,False
0,54.0,0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
1,31.0,0,2,164.8667,0,1,0,0,0,7,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,1,0,2,False
1,40.0,1,1,134.5,0,0,0,1,0,34,0,0,0,0,1,0,0,0,True,1,0,0,1,0,0,1,0,2,False
0,22.0,0,0,7.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,27.0,0,0,7.8958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,30.0,0,0,12.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,1,0,1,0,0,True
1,22.0,1,1,29.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,2,False
0,41.95850254482009,8,2,69.55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,10,False
1,36.0,0,0,135.6333,0,1,0,0,0,32,0,0,1,0,0,0,0,0,True,1,0,0,1,0,0,1,0,0,True
0,61.0,0,0,6.2375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,36.0,0,0,13.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,True,0,1,0,0,0,1,1,0,0,True
1,31.0,1,1,20.525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,2,False
1,16.0,0,1,57.9792,0,1,0,0,0,18,0,1,0,0,0,0,0,0,True,1,0,0,1,0,0,1,0,1,False
1,25.97886828318517,2,0,23.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,1,0,2,False
0,45.5,0,0,28.5,0,0,1,0,0,124,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,0,1,0,True
0,38.0,0,1,153.4625,0,0,1,0,0,91,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,0,1,1,False
0,16.0,2,0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,2,False
1,13.152745111086134,1,0,133.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,1,0,0,0,0,1,1,0,1,False
0,21.879702120024564,0,0,7.8958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,29.0,1,0,66.6,0,0,1,0,0,2,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,0,1,1,False
1,41.0,0,0,134.5,0,1,0,0,0,40,0,0,0,0,1,0,0,0,True,1,0,0,1,0,0,1,0,0,True
1,45.0,0,0,8.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,45.0,0,0,35.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,True,1,0,0,0,0,1,0,1,0,True
1,2.0,1,1,26.0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,True,0,1,0,0,0,1,0,1,2,False
1,24.0,3,2,263.0,0,1,0,0,0,27,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,1,0,5,False
0,28.0,0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,25.0,0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,36.0,0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
1,24.0,0,0,13.0,0,1,0,0,0,33,0,0,0,0,0,1,0,0,True,0,1,0,0,0,1,1,0,0,True
1,40.0,0,0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,0,True
1,11.13417232521115,1,0,16.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,1,False
1,3.0,1,1,15.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,2,False
0,42.0,0,0,8.6625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,23.0,0,0,9.225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,26.183076777362906,0,0,35.0,0,0,1,0,0,128,0,0,1,0,0,0,0,0,True,1,0,0,0,0,1,0,1,0,True
0,15.0,1,1,7.2292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,0,1,2,False
0,25.0,1,0,17.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,1,False
0,46.541033976599174,0,0,7.225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,0,1,0,True
0,28.0,0,0,9.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,22.0,0,1,55.0,0,1,0,0,0,33,0,0,0,0,1,0,0,0,True,1,0,0,0,0,1,1,0,1,False
0,38.0,0,0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,0,True
1,22.422905662141574,0,0,7.8792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,1,0,0,True
1,34.61320482738364,0,0,7.8792,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,1,0,0,True
0,40.0,1,4,27.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,5,False
0,29.0,1,0,27.7208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,1,0,0,0,1,1,False
0,45.0,0,1,14.4542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,1,0,1,False
0,35.0,0,0,7.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,5.176007916875339,1,0,15.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,0,1,1,False
0,30.0,0,0,7.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,60.0,1,0,75.25,0,0,0,1,0,37,0,0,0,1,0,0,0,0,True,1,0,0,1,0,0,1,0,1,False
1,42.37140284981382,0,0,7.2292,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,1,0,0,True
1,53.71211868864198,0,0,7.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,1,0,0,True
1,24.0,0,0,69.3,0,0,0,0,1,35,0,1,0,0,0,0,0,0,True,1,0,0,1,0,0,1,0,0,True
1,25.0,1,0,55.4417,0,0,1,0,0,50,0,0,0,0,1,0,0,0,True,1,0,0,1,0,0,0,1,1,False
0,18.0,1,0,6.4958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,1,False
0,19.0,0,0,8.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,22.0,0,0,135.6333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,1,0,0,1,0,0,0,1,0,True
0,3.0,3,1,21.075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,4,False
1,32.051660812780604,1,0,82.1708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,1,0,0,1,0,0,1,0,1,False
1,22.0,0,0,7.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,0,True
0,27.0,0,2,211.5,0,0,1,0,0,82,0,0,1,0,0,0,0,0,True,1,0,0,1,0,0,0,1,2,False
0,20.0,0,0,4.0125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,0,1,0,True
0,19.0,0,0,7.775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,42.0,0,0,227.525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,1,0,0,1,0,0,1,0,0,True
1,1.0,0,2,15.7417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,1,0,2,False
0,32.0,0,0,7.925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,35.0,1,0,52.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,1,0,0,0,0,1,1,0,1,False
0,20.825309244062453,0,0,7.8958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,18.0,0,0,73.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,1.0,5,2,46.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,7,False
1,36.0,0,0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,0,True
0,3.3864261366921653,0,0,7.7292,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,0,1,0,True
1,17.0,0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,1,0,0,1,0,0,True
1,36.0,1,2,120.0,0,0,1,0,0,98,0,1,0,0,0,0,0,0,True,1,0,0,0,0,1,0,1,3,False
1,21.0,0,0,7.7958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,28.0,2,0,7.925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,2,False
1,23.0,1,0,113.275,0,1,0,0,0,36,0,0,0,1,0,0,0,0,True,1,0,0,1,0,0,1,0,1,False
1,24.0,0,2,16.7,0,0,0,1,0,6,0,0,0,0,0,0,1,0,True,0,0,1,0,0,1,1,0,2,False
0,22.0,0,0,7.7958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,31.0,0,0,7.8542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,0,True
0,46.0,0,0,26.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,23.0,0,0,10.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
1,28.0,0,0,12.65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,0,True
1,39.0,0,0,7.925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,26.0,0,0,8.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,21.0,1,0,9.825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,1,False
0,28.0,1,0,15.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,1,False
0,20.0,0,0,8.6625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,0,True
0,34.0,1,0,21.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,1,False
0,51.0,0,0,7.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
1,3.0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,2,False
0,21.0,0,0,7.775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,37.57547804074763,3,1,25.4667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,4,False
0,33.807226934451926,0,0,7.8958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,21.897611882995434,0,0,6.8583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,0,1,0,True
1,33.0,1,0,90.0,0,1,0,0,0,78,0,0,1,0,0,0,0,0,True,1,0,0,0,1,0,1,0,1,False
0,12.70883020701038,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
1,44.0,0,0,7.925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
0,25.648306223549376,0,0,8.05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,0,True
1,34.0,1,1,32.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,2,False
1,18.0,0,2,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,1,0,2,False
0,30.0,0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,1,0,0,0,1,0,1,0,True
0,10.0,0,2,24.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,1,0,2,False
0,24.448867893173468,0,0,7.8958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,1,0,0,0,1,0,True
0,21.0,0,0,7.7333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,1,0,0,1,0,True
0,29.0,0,0,7.875,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0,0,1,0,0,1,0,1,0,True
